lng,lat,source,follower_count
29.03169394,40.99975536,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,487
29.03484821,41.04492217,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,165
29.04846167,40.98611253,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,206
29.00723219,41.04399162,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,1371
29.01716709,41.07673078,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,479
28.97333494,41.01105083,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,9
29.06160593,41.09131941,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,215
29.02225276,41.09401753,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,479
29.07508366,41.07432044,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,398
29.01599538,41.08833151,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,479
29.01112676,41.07831595,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,479
29.01527882,41.07553379,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,479
29.03617859,41.08177732,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,320
29.00660992,41.04285067,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,479
29.01287556,41.06638577,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,479
29.01680208,41.07591199,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,320
29.03484821,41.04492217,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,637
29.00958428,41.06944254,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,479
29.01242571,41.07595686,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,127
28.995924,41.06585998,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,479
29.01527882,41.07553379,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,1131
28.99558067,41.06645792,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,480
29.02906683,41.0138554,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,1118
29.02911901,40.99047533,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,2265
28.98696004,41.06090799,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,480
29.02405769,40.99240852,<a href="http://instagram.com" rel="nofollow">Instagram</a>,237
28.96735414,41.06173597,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,480
28.97326469,41.08111418,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,480
28.88140309,41.00303449,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,1138
29.06160593,41.09131941,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,458
28.94659281,41.04581224,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,480
28.94193649,41.04375696,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,480
29.068365,41.071781,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,123
29.06160593,41.09131941,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,93
29.053855,41.012689,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,223
28.94795477,41.05422454,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,199
28.93771965,41.04310234,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,480
28.9232254,41.02873691,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,480
28.90426317,41.03729811,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,480
28.9326672,41.0913003,<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>,3134
29.03681159,41.02373891,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,369
28.879378,41.10080081,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,137
28.90735719,41.04093462,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,480
28.89659643,41.04673467,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,480
28.93209005,41.03720026,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,179
28.89451504,41.04016411,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,2153
28.88473034,41.04553713,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,480
28.98513666,41.04853163,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,288
28.88773441,41.04832056,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,480
28.97725314,41.0226917,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,202
28.87859344,41.04424246,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,480
29.00922052,41.07919279,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,2349
28.93379032,41.01503664,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,177
28.94494057,41.02018949,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,232
29.01575089,41.02805704,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,978
28.98638159,41.04178602,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,2230
28.89164191,41.0516976,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,480
28.98360729,41.03644159,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,371
28.89451504,41.04016411,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,480
28.91057626,41.01561422,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,510
28.90739131,41.01352737,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,510
29.03484821,41.04492217,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,106
29.04459767,41.022665,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,369
28.99824142,41.04087622,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,367
28.97356802,41.06547671,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,252
28.98365865,41.03881314,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,371
29.02402282,41.08685583,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,637
28.89451504,41.04016411,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,878
29.0475597,40.9863091,<a href="http://instagram.com" rel="nofollow">Instagram</a>,30
29.01575089,41.02805704,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,35
28.89911521,41.02110654,<a href="http://instagram.com" rel="nofollow">Instagram</a>,410
28.95086596,41.05808353,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,141
28.98637533,41.0425796,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,359
28.9127225,41.0467755,<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>,75
28.91358485,41.05812223,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,11
28.95635605,41.00205492,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,185
28.93516076,41.00161659,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,227
29.06715522,41.00117663,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,607
28.97764206,41.00645949,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,287
29.01411982,41.07678024,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,338
29.02377605,41.00477542,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,110
28.89451504,41.04016411,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,347
28.99246965,41.05968122,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,3052
28.995924,41.06585998,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,1110
28.9287664,41.0762685,<a href="https://twitter.com/download/android" rel="nofollow">Twitter for Android Tablets</a>,35
29.03270181,40.98865564,<a href="http://instagram.com" rel="nofollow">Instagram</a>,1565
28.9647,41.0186,<a href="http://instagram.com" rel="nofollow">Instagram</a>,517
29.06160593,41.09131941,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,223
29.01258588,41.08217359,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,3134
28.99975113,41.09075784,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,1005
29.01779135,41.02631819,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,35
28.9591387,41.04853709,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,243
29.00686741,41.08711459,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,1005
29.02911901,40.99047533,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,135
29.01755833,41.05413723,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,110
28.97567868,41.01521107,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,335
28.99558067,41.06645792,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,599
28.92016485,41.00378039,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,22596
29.0270664,40.98860644,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,1095
29.01581176,41.02792728,<a href="http://instagram.com" rel="nofollow">Instagram</a>,1015
29.01737078,41.07499301,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,320
28.957314,41.016915,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,116
28.95314599,41.02191558,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,232
29.06776428,41.08261838,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,95
29.01189923,41.04266456,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,338
28.98021698,41.06893375,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,933
28.9771133,41.0077797,<a href="http://instagram.com" rel="nofollow">Instagram</a>,101
28.97265771,41.01630944,<a href="http://instagram.com" rel="nofollow">Instagram</a>,101
29.0410859,41.00979612,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,1223
29.07754898,41.08067747,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,95
28.99233322,41.03533784,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,59
28.9647,41.0186,<a href="http://instagram.com" rel="nofollow">Instagram</a>,196
29.05321598,41.00328564,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,448
29.01575089,41.02805704,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,398
29.031366,40.994618,<a href="https://altindukkan.com/twitter" rel="nofollow">altın dükkan twitter robotu</a>,1941
28.9913953,41.05109965,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,280
29.07159815,41.02253349,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,1432
29.061156,41.022149,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,205
29.03844349,41.01515693,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,659
28.95194059,41.09604546,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,52
28.9647,41.0186,<a href="http://instagram.com" rel="nofollow">Instagram</a>,15
28.96163465,41.07001995,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,61
29.01064396,41.06403183,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,220
28.88865709,41.01636869,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,39
29.02908956,40.9926484,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,472
28.87933818,41.10741353,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,539
28.93378611,41.04794722,<a href="http://instagram.com" rel="nofollow">Instagram</a>,202
28.90639,41.04784,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,63
28.87933818,41.10741353,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,539
29.05035954,40.98631141,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,149
29.03484821,41.04492217,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,174
28.98712627,41.05642672,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,248
28.89043808,41.02342728,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,359
28.94197259,41.05687788,<a href="http://instagram.com" rel="nofollow">Instagram</a>,947
29.02683889,41.04783966,<a href="http://instagram.com" rel="nofollow">Instagram</a>,9055
28.93753783,41.0131437,<a href="http://www.twitter.com" rel="nofollow">Twitter for Windows Phone</a>,172
29.05923489,40.98541028,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,520
29.02377605,41.00477542,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,74
28.99558067,41.06645792,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,3422
28.93539675,41.02005259,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,286
28.99037719,41.0578756,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,913
29.02339509,40.98506036,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,326
28.9658831,41.0357605,<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>,1578
29.07321453,40.96443407,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,45545
29.00660992,41.04285067,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,1964
29.07321453,40.96443407,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,102
29.00863767,41.06453336,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,180
28.942752,41.08638278,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,52
28.94485474,40.91039912,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,2683
28.974501,41.062506,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,213
28.98621941,41.05596161,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,109
28.974501,41.062506,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,213
28.98060322,41.0348554,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,110
29.05685985,40.97316918,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,446
28.88130638,41.02591178,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,382
28.98487,41.065688,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,2930
28.98693323,41.03831906,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,2373
28.94932866,41.05382236,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,185
28.98717174,41.06120248,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,649
28.98593819,41.102588,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,252
29.06160593,41.09131941,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,95
28.98835981,41.08642885,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,311
29.01098862,41.07828462,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,36
28.99037719,41.0578756,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,159
29.00853038,41.06069087,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,440
29.03484821,41.04492217,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,894
28.98383446,41.03671284,<a href="http://instagram.com" rel="nofollow">Instagram</a>,54
28.8857438,41.0129673,<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>,4197
29.02141,41.01988,<a href="http://instagram.com" rel="nofollow">Instagram</a>,324
29.02911901,40.99047533,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,193
28.93246536,41.0379124,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,245
29.05323744,41.02334633,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,410
28.92410851,41.07337158,<a href="http://instagram.com" rel="nofollow">Instagram</a>,251
29.04631935,41.07742531,<a href="http://instagram.com" rel="nofollow">Instagram</a>,887
29.01805279,41.07026339,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,101
28.92483473,41.08651619,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,406
29.05398846,41.00082418,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,175
29.00626,41.04931,<a href="http://instagram.com" rel="nofollow">Instagram</a>,115
28.94519135,41.00955495,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,336
29.01667171,41.06683031,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,38
28.99366336,41.04860806,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,184
28.88629675,40.99696177,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,299
28.89026499,41.02813653,<a href="http://www.twitter.com" rel="nofollow">Twitter for Windows Phone</a>,1316
29.02665154,41.04905545,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,1332
28.96285134,41.08607692,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,1199
29.01280691,41.06926633,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,287
28.99361504,41.07820793,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,1025
28.8828613,41.0262643,<a href="http://instagram.com" rel="nofollow">Instagram</a>,1083
28.88454875,41.06558528,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,494
28.97294267,41.0569465,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,240
28.972263,41.039942,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,456
29.02090073,40.99120418,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,1565
29.0128126,41.04302016,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,327
28.9659104,41.0357449,<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>,1578
29.06584845,40.98564418,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,579
29.03484821,41.04492217,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,909
28.97269821,41.01138648,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,441
29.02911901,40.99047533,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,1565
29.04626261,41.02133586,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,545
29.01908148,41.00190263,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,537
28.98688183,41.06129434,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,1008
29.02405769,40.99240852,<a href="http://instagram.com" rel="nofollow">Instagram</a>,1374
28.89451504,41.04016411,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,180
29.04402211,41.00383455,<a href="http://instagram.com" rel="nofollow">Instagram</a>,291
28.9332103,41.01961108,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,389
28.98360729,41.03644159,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,3268
29.04495567,41.0443297,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,103
28.98693323,41.03831906,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,3268
28.90691757,41.01026467,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,82
28.95867348,41.0253294,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,271
28.98648262,41.0372994,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,3268
29.00361626,41.09064665,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,574
29.05162811,41.05398417,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,284
28.89400243,41.07002413,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,434
28.98990599,41.03264113,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,258
28.88232461,40.99773368,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,156
29.03484821,41.04492217,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,595
29.0352109,41.05957629,<a href="http://instagram.com" rel="nofollow">Instagram</a>,231
28.9873392,41.01490859,<a href="http://instagram.com" rel="nofollow">Instagram</a>,1476
28.92410851,41.07337158,<a href="http://instagram.com" rel="nofollow">Instagram</a>,251
28.99158955,41.03567278,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,3268
28.97764206,41.00645949,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,420
28.9783589,41.0082376,<a href="http://www.tweetmyjobs.com" rel="nofollow">TweetMyJOBS</a>,592
29.0289259,40.98973028,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,1565
29.00303365,41.05324877,<a href="http://instagram.com" rel="nofollow">Instagram</a>,59
28.87905,40.98051,<a href="http://instagram.com" rel="nofollow">Instagram</a>,603
29.03484821,41.04492217,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,172
28.97764206,41.00645949,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,391
29.02541262,41.04968301,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,1964
28.87905,40.98051,<a href="http://instagram.com" rel="nofollow">Instagram</a>,603
28.99883599,41.0426154,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,15
28.987192,41.047726,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,397
28.94444647,41.03794786,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,264
28.96645018,41.02254337,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,336
28.98021698,41.07090736,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,131
29.03263003,40.99160639,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,228
28.89145989,41.04599984,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,90
29.00711184,41.04359892,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,1625
28.91729289,40.99285229,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,114
29.06899504,41.05681697,<a href="http://instagram.com" rel="nofollow">Instagram</a>,264
29.04088,40.98233,<a href="http://instagram.com" rel="nofollow">Instagram</a>,252
28.94690285,41.0877878,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,138
28.89045954,41.00324515,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,381
28.9452937,41.08780546,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,138
29.07321453,40.96443407,<a href="http://foursquare.com" rel="nofollow">Foursquare</a>,641
